record_id,state,county,municipality,jurisdiction_level,record_type,project_or_policy_name,technology,policy_mechanism,opposition_type,adopted_or_event_date_text,status,project_capacity_mw,project_area_acres,has_litigation,short_description,long_description,extraction_source_section,notes
REC-0210,MI,Van Buren County,Decatur Township,local,contested_project,Southwest Michigan Solar Project,solar,,litigation,August 2023,pending,,,yes,Southwest Michigan Solar Project sued Decatur Township after voters rejected an ordinance allowing the project.,"In August 2023, Southwest Michigan Solar Project sued Decatur Township after voters in a special election rejected an ordinance that would have allowed the project to proceed. The developers allege that the governing 2022 ordinance had a misprint in the zoning district abbreviations that resulted in the ordinance inadvertently disallowing the project. A new ordinance was adopted to correct the mistake, but 80% of residents voted it down in a special election.",contested_projects,
REC-0211,MN,,,state,state_restriction,,wind,ban/prohibition,,2019-2020,in_force,,,no,State-level ban on wind energy projects in certain counties.,"The state of Minnesota has implemented a ban on new wind energy projects in specific counties, effective from 2019 to 2020. This restriction is aimed at addressing local concerns and environmental impacts.",state_level_restrictions,
REC-0212,MN,,,state,state_restriction,Minnesota Energy Infrastructure Permiung Act,,preemption,,May 2024,in_force,,,,"Minnesota passed a law that preempts local zoning rules for large energy storage, wind, and other electric generating facilities.","In May 2024, Governor Walz signed the Minnesota Energy Infrastructure Permiung Act, which consolidated permiung requirements and eased transmission siting while limiting circumstances under which environmental impact statements and certificates of need are required. This act preempts local zoning, building, or land use rules for large energy storage systems with a capacity of 10 MW or more, wind facilities of 5 MW or more, and other electric generating facilities of 50 MW or more.",state_level_restrictions,
REC-0213,MN,Chippewa,,local,local_restriction,1-year moratorium on wind and solar energy conversion systems,"wind, solar",moratorium,,February 2024,in_force,,,,Chippewa County adopted a 1-year moratorium on wind and solar projects to study possible ordinance reforms.,"In February 2024, Chippewa County Commissioners adopted a 1-year moratorium on the permitting or zoning of wind and solar energy conversion systems in order to study possible ordinance reforms.",local_restrictions,
REC-0214,MN,Hennepin,Minnetrista,local,local_restriction,Moratorium on solar projects in agricultural preserve areas,solar,moratorium,,October 2020,lifted,,,,"Minnetrista implemented a moratorium on solar projects in agricultural areas, which was later lifted.","In October 2020, the City of Minnetrista (Hennepin County) implemented a moratorium on the construction of solar projects in agricultural preserve areas. In May 2021, the moratorium was lifted when the city adopted a new ordinance that caps all ground systems at 3,000 square feet and allows solar systems only as an accessory use.",local_restrictions,
REC-0215,MN,Washington,Scandia,local,local_restriction,1-year moratorium on solar energy systems,solar,moratorium,,April 2022,in_force,,,,Scandia approved a 1-year moratorium on solar projects due to visual impacts from an existing farm.,"In April 2022, the Scandia City Council in Washington County approved a 1-year moratorium on the installation of any solar energy systems. This was partly in response to residents' displeasure with the visual impacts of a solar farm that was developed in 2016. Following the moratorium, the town amended its zoning laws to increase setbacks for solar projects.",local_restrictions,
REC-0216,MN,Meeker,,local,local_restriction,1-year moratorium on solar and wind energy systems,"wind, solar",moratorium,,February 2024,in_force,,,,Meeker County approved a 1-year moratorium on solar and wind projects to consider updates to zoning ordinances.,"In February 2024, the Meeker County Commissioners voted 4-1 to approve a 1-year moratorium on solar and wind energy systems in order to consider updates to the county’s wind and solar zoning ordinances.",local_restrictions,
REC-0217,MN,Traverse,,local,local_restriction,12-month moratorium on wind energy facilities,wind,moratorium,,2023,extended,,,,"Traverse County passed an interim ordinance temporarily prohibiting wind projects for 12 months, extended by another 12 months.","In 2023, Traverse County passed an interim ordinance that temporarily prohibited the permitting and construction of wind energy facilities for 12 months. In February 2024, the county extended its moratorium by an additional 12 months to allow time to update its current Wind Energy Conversion Systems ordinance.",local_restrictions,
REC-0218,MN,Wright,,local,local_restriction,1-year moratorium on 5-acre community solar gardens in agricultural areas,solar,moratorium,,2021,in_force,,,,Wright County implemented a 1-year moratorium on community solar gardens in agricultural areas.,"In 2021, Wright County implemented a 1-year moratorium on 5-acre community solar gardens in agricultural areas. The county subsequently adopted new restrictions requiring a 1-mile separation between solar gardens.",local_restrictions,
REC-0219,MN,Faribault,,local,contested_project,Big Blue Wind Farm,wind,,residents,December 2012,pending,36,,,"Big Blue Wind Farm faced noise complaints and a PUC intervention, leading to ongoing issues.","The Big Blue Wind Farm in Faribault County is an 18-turbine, 36-MW wind farm that went online in December 2012. Ager years of complaints about noise, the Public Utilities Commission (PUC) intervened in 2017 and discovered that the project’s noise protocol had never been approved. Residents then pushed for the farm to be completely shut down, but the PUC instead ordered the developer to address the problems and issued a warning.",contested_projects,
REC-0220,MN,McLeod,,local,contested_project,Hale Township Community Solar Garden,solar,,residents,2021,pending,,3.5,yes,"McLeod County rejected a solar garden proposal on prime farmland, overturned by the Court of Appeals.","The McLeod County Board of Commissioners rejected a proposal for a 3.5-acre solar garden on prime farmland in 2021. In 2024, the Minnesota Court of Appeals overturned the County Board’s decision, finding that their stated concerns about impacts to neighboring property values and prime farmland were arbitrary and capricious and ordered the Board to approve the project.",contested_projects,
REC-0221,MN,Lyon,,local,contested_project,Marshall Solar Project,solar,,residents,2016,approved,62,500,,Marshall Solar Project faced local opposition but was ultimately approved by the PUC.,"The Marshall Solar Project in southwestern Minnesota is a 500-acre, 62-MW solar energy complex that faced opposition from local residents who argued it would lower property values and disrupt their rural lifestyle. Opponents also complained that the developer had not sought out non-prime farmland for the project. The Public Utilities Commission (PUC) unanimously approved the project in March 2016.",contested_projects,
REC-0222,MN,Hennepin,Minnetrista,local,contested_project,Minnetrista Solar Farm,solar,,residents,October 2020,cancelled,,5-6,,Minnetrista rejected a proposed solar farm and implemented a moratorium on solar projects.,"A proposed solar energy system on 5-6 acres of vacant land in Minnetrista, Hennepin County, initially earned the Planning Commission’s recommendation for approval in September 2020. However, after receiving public comment, the city council rejected the project in October 2020 and implemented a moratorium on solar energy projects while it revised its ordinance to make clear that only small accessory-use systems are allowed.",contested_projects,
REC-0223,MN,Goodhue,,local,contested_project,New Era Wind Farm,wind,,residents,August 2013,cancelled,,,,New Era Wind Farm was denied further authorization by the PUC due to risks to endangered bird species.,A drawn-out battle between New Era Wind and Goodhue County residents led to the Minnesota Public Utilities Commission (MPUC) voting against further authorization of the New Era Wind Farm in August 2013. The MPUC determined that the operation of this wind farm would pose a risk to eagles and other endangered bird species in Goodhue County. New Era Wind announced it was terminating its plans for the project soon after.,contested_projects,
